CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101001115421,06/24/2014 11:47:32 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,42 Ashford St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,A,42 Ashford St,02134,42.35476,-71.1273,Constituent Call
101001115399,06/24/2014 08:51:55 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Dorchester Ave & Silver St  South Boston  MA  ,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION Dorchester Ave & Silver St,,42.34648,-71.07027,Self Service
101001115135,06/24/2014 03:06:47 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,200 N Beacon St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2206,C,200 N Beacon St,02135,42.3557,-71.14817,Constituent Call
101001115015,06/24/2014 01:14:48 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,107 Rutherford Ave  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,201,R3,107 Rutherford Ave,02129,42.37382,-71.06466,Constituent Call
101001114920,06/24/2014 11:59:15 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,30-32 Elmira St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2206,R2,30-32 Elmira St,02135,42.353113,-71.149317,Constituent Call
101001114907,06/24/2014 11:49:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,30 Shepard St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,R1,30 Shepard St,02135,42.34681,-71.15046,Constituent Call
101001114902,06/24/2014 11:46:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD, ,, ,, , ,, ,, ,,,42.3594,-71.0587,Constituent Call
101001114742,06/24/2014 10:20:32 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,189 Sherrin St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1822,R1,189 Sherrin St,02136,42.26512,-71.12627,Constituent Call
101001114657,06/24/2014 09:31:37 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,244 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R2,244 Leyden St,02128,42.38871,-71.00175,Constituent Call
101001114596,06/24/2014 08:57:11 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Wildwood St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1405,R2,44 Wildwood St,02124,42.28321,-71.08805,Constituent Call
101001114520,06/24/2014 07:18:00 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Estella St  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 14,1411,R4,25 Estella St,02126,42.28696,-71.09496,Constituent Call
101001114512,06/24/2014 07:01:53 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Acorn St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,503,R2,1 Acorn St,02108,42.35761,-71.06857,Constituent Call
101001114428,06/23/2014 08:01:40 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,50 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,A,50 Park Vale Ave,02134,42.35264,-71.13344,Constituent Call
101001114409,06/23/2014 07:22:56 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,350-356 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,E,350-356 Centre St,02130,42.322179,-71.10724,Self Service
101001114185,06/23/2014 02:59:44 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8-4 Adella Pl  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R3,8-4 Adella Pl,02134,42.352506,-71.136263,Constituent Call
101001114176,06/23/2014 02:54:51 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,321 Summit Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,A,321 Summit Ave,02135,42.345501,-71.140161,Constituent Call
101001114156,06/23/2014 02:33:19 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Commercial St & Commercial Wharf E  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,301,,INTERSECTION Commercial St & Commercial Wharf E,,42.3594,-71.0587,Constituent Call
101001114114,06/23/2014 01:54:49 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,39-43 Mozart St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,A,39-43 Mozart St,02130,42.32141,-71.10493,Constituent Call
101001113899,06/23/2014 10:52:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,134 Greenwood St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1402,R3,134 Greenwood St,02121,42.29739,-71.07935,Constituent Call
101001113896,06/23/2014 10:52:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,155 Kilsyth Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R4,155 Kilsyth Rd,02135,42.33866,-71.14681,Constituent Call
101001113783,06/23/2014 09:40:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Creston Park  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,6 Creston Park,02121,42.31247,-71.07907,Constituent Call
101001113728,06/23/2014 09:15:37 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,379 River St  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 18,1804,R2,379 River St,02126,42.27029,-71.08865,Constituent Call
101001113598,06/23/2014 07:50:48 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,43 Glenmont Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,R2,43 Glenmont Rd,02135,42.34604,-71.16043,Self Service
101001113597,06/23/2014 07:50:43 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,35 Westville St  Dorchester  MA  02124,7,03,4,C11,Dorchester,8,15,1505,E,35 Westville St,02124,42.299767,-71.071179,Constituent Call
101001113589,06/23/2014 07:35:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Sussex St  Mission Hill  MA  02120,7,10B,7,D4,Roxbury,13,Ward 9,903,R1,8 Sussex St,02120,42.33604,-71.08346,Constituent Call
101001113586,06/23/2014 07:31:01 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Hinckley St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R3,17 Hinckley St,02125,42.31758,-71.0601,Constituent Call
101001113555,06/22/2014 10:48:03 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,728 E Eighth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,701,CM,728 E Eighth St,02127,42.33166,-71.03224,Self Service
101001113546,06/22/2014 09:10:36 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Oscar St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,R2,6 Oscar St,02120,42.33013,-71.09745,Constituent Call
101001113259,06/21/2014 01:52:30 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Willis St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R2,10 Willis St,02125,42.31775,-71.05965,Constituent Call
101001113258,06/21/2014 01:50:20 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Pleasant St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R3,19 Pleasant St,02125,42.31742,-71.05946,Constituent Call
101001113256,06/21/2014 01:46:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Pleasant St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1306,R3,17 Pleasant St,02125,42.31753,-71.05943,Constituent Call
101001112786,06/20/2014 02:49:06 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,157 Green St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,C,157 Green St,02130,42.310115,-71.106765,Constituent Call
101001112699,06/20/2014 01:39:38 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,57 Mount Vernon St  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,R1,57 Mount Vernon St,02125,42.32148,-71.05612,Constituent Call
101001112695,06/20/2014 01:34:46 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Belvidere St & Huntington Ave  Boston  MA  ,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Belvidere St & Huntington Ave,,42.273129,-71.105379,Constituent Call
101001112608,06/20/2014 12:47:57 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,120 Huntington Ave  Boston  MA  02116,4,1C,2,D4,Back Bay,6,04,402, ,120 Huntington Ave,02116,42.3594,-71.0587,Self Service
101001112567,06/20/2014 12:16:55 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Grampian Way & Savin Hill Ave  Dorchester  MA  ,7,03,3,C11,Dorchester,7,Ward 13,1310,,INTERSECTION Grampian Way & Savin Hill Ave,,42.28804,-71.05716,Constituent Call
101001112566,06/20/2014 12:14:48 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,174r Grampian Way  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,13,1310, ,174r Grampian Way,02125,42.3594,-71.0587,Constituent Call
101001112533,06/20/2014 11:47:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,174r Grampian Way  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,13,1310, ,174r Grampian Way,02125,42.3594,-71.0587,Constituent Call
101001112253,06/20/2014 08:07:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,R2,21 Union Ave,02130,42.30928,-71.10647,Constituent Call
101001111966,06/19/2014 03:14:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,196-198 Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2111,R2,196-198 Washington St,02135,42.346525,-71.147741,Constituent Call
101001111948,06/19/2014 03:00:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27-29 Millet St  Dorchester  MA  02124,8,03,4,B3,Dorchester,9,Ward 17,1701,RL,27-29 Millet St,02124,42.295598,-71.077701,Self Service
101001111935,06/19/2014 02:41:31 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,40-42 Orchardfield St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1506,R2,40-42 Orchardfield St,02122,42.3044,-71.05786,Constituent Call
101001111932,06/19/2014 02:38:36 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,40-42 Portsmouth St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2205,R2,40-42 Portsmouth St,02135,42.359446,-71.144107,Constituent Call
101001111767,06/19/2014 12:14:19 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,347 Bowdoin St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,347 Bowdoin St,02122,42.30901,-71.06381,Constituent Call
101001111726,06/19/2014 11:28:19 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,114 Hemenway St  Boston  MA  02115,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,13,Ward 4,408,R4,114 Hemenway St,02115,42.34307,-71.08992,Constituent Call
101001111668,06/19/2014 11:03:48 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Moon St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,R4,6 Moon St,02113,42.36407,-71.05304,Self Service
101001111548,06/19/2014 09:28:36 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Commonwealth Ter  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,R2,25 Commonwealth Ter,02135,42.34691,-71.14001,Constituent Call
101001111545,06/19/2014 09:26:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,52 Strathmore Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,CD,52 Strathmore Rd,02135,42.33784,-71.1477,Self Service
101001111528,06/19/2014 09:05:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Garden St & Phillips St  Boston  MA  ,3,1B,8,A1,Beacon Hill,14,Ward 5,504,,INTERSECTION Garden St & Phillips St,,42.300982,-71.054413,Self Service
101001111457,06/19/2014 07:39:51 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,273 Norfolk Ave  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,R2,273 Norfolk Ave,02119,42.3236,-71.06797,Constituent Call
101001111455,06/19/2014 07:36:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,87 Burrell St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,R3,87 Burrell St,02119,42.32354,-71.06851,Constituent Call
101001111453,06/19/2014 07:34:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,93 Burrell St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,RC,93 Burrell St,02119,42.32363,-71.0682,Constituent Call
101001111450,06/19/2014 07:30:41 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 North Sq  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,E,17 North Sq,02113,42.363762,-71.053688,Constituent Call
101001111339,06/18/2014 05:48:18 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,23 Higgins St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,A,23 Higgins St,02134,42.352598,-71.136004,Self Service
101001111244,06/18/2014 03:30:40 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Milton Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1707,R2,17 Milton Ave,02124,42.28676,-71.07888,Constituent Call
101001111203,06/18/2014 02:46:17 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Barry Park  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1503,R1,2 Barry Park,02125,42.3094,-71.06727,Constituent Call
101001111101,06/18/2014 01:40:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Belvidere St & Huntington Ave  Boston  MA  ,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Belvidere St & Huntington Ave,,42.273129,-71.105379,Constituent Call
101001111099,06/18/2014 01:39:35 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Granada Park  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,R3,19 Granada Park,02130,42.313,-71.09855,Constituent Call
101001111090,06/18/2014 01:31:01 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,600 Hyde Park Ave  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,RC,600 Hyde Park Ave,02131,42.280027,-71.118658,Constituent Call
101001111078,06/18/2014 01:20:03 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,57 Mount Vernon St  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,R1,57 Mount Vernon St,02125,42.32148,-71.05612,Constituent Call
101001110956,06/18/2014 11:34:36 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,347 Bowdoin St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,347 Bowdoin St,02122,42.30901,-71.06381,Constituent Call
101001110883,06/18/2014 10:36:56 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,R3,9 Forbes St,02130,42.321968,-71.108137,Constituent Call
101001110865,06/18/2014 10:26:15 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,60 Princeton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,107,R2,60 Princeton St,02128,42.3773,-71.03696,Constituent Call
101001110815,06/18/2014 09:44:20 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,127 King St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,R3,127 King St,02122,42.29372,-71.054,Constituent Call
101001110749,06/18/2014 08:32:44 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Columbia Rd  Dorchester  MA  02121,7,03,4,B2,Greater Mattapan,13,Ward 14,1403,RC,6 Columbia Rd,02121,42.303743,-71.08471,Constituent Call
101001110715,06/18/2014 07:32:07 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Burard St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2012,R1,10 Burard St,02132,42.28558,-71.16443,Self Service
101001110702,06/18/2014 07:07:30 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,824 Blue Hill Ave  Dorchester  MA  02124,7,03,4,B3,Greater Mattapan,9,Ward 14,1409,A,824 Blue Hill Ave,02124,42.296433,-71.087113,Constituent Call
101001110510,06/17/2014 04:01:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Adamson St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R3,17 Adamson St,02134,42.35824,-71.13604,Constituent Call
101001110505,06/17/2014 03:55:52 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of N Bennet St & Salem St  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,302,,INTERSECTION N Bennet St & Salem St,,42.272953,-71.104925,Constituent Call
101001110500,06/17/2014 03:54:45 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of N Bennet Pl & N Bennet St  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,,INTERSECTION N Bennet Pl & N Bennet St,,42.273063,-71.105448,Constituent Call
101001110499,06/17/2014 03:53:44 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Endicott St & Thacher St  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,304,,INTERSECTION Endicott St & Thacher St,,42.32495,-71.10896,Constituent Call
101001110488,06/17/2014 03:45:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,171 Everett St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R1,171 Everett St,02134,42.35891,-71.13692,Constituent Call
101001110475,06/17/2014 03:27:12 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,171 Everett St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R1,171 Everett St,02134,42.35891,-71.13692,Constituent Call
101001110473,06/17/2014 03:24:46 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,157-161 Green St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,C,157-161 Green St,02130,42.310128,-71.106718,Constituent Call
101001110309,06/17/2014 02:28:43 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,772 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,CD,772 Tremont St,02118,42.33941,-71.07974,Self Service
101001110289,06/17/2014 02:14:23 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,55 W Cedar St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,CM,55 W Cedar St,02114,42.35969,-71.06995,Constituent Call
101001110280,06/17/2014 02:06:05 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,20 Pinckney St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,503,R3,20 Pinckney St,02108,42.35876,-71.06597,Constituent Call
101001110267,06/17/2014 01:49:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R3,11 Forbes St,02130,42.321925,-71.108077,Constituent Call
101001109984,06/17/2014 08:55:05 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Pierpont Rd  West Roxbury  MA  02132,9,06,6,E5,West Roxbury,12,Ward 20,2019,R1,25 Pierpont Rd,02132,42.29097,-71.1494,Constituent Call
101001109936,06/17/2014 08:00:20 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,190 Green St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,R1,190 Green St,02130,42.30996,-71.10543,Constituent Call
101001109860,06/16/2014 09:32:49 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Burard St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2012,R1,10 Burard St,02132,42.28558,-71.16443,Self Service
101001109774,06/16/2014 05:44:11 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27-29 Holman St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,R2,27-29 Holman St,02134,42.359109,-71.129918,Constituent Call
101001109610,06/16/2014 01:52:23 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Greenough Ave & Greenough Park  Jamaica Plain  MA  ,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,,INTERSECTION Greenough Ave & Greenough Park,,42.28862,-71.05341,Self Service
101001109606,06/16/2014 01:48:20 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,348 Marlborough St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,CM,348 Marlborough St,02115,42.35073,-71.08581,Constituent Call
101001109600,06/16/2014 01:41:12 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,32 Beryl St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,32 Beryl St,02131,42.28299,-71.13951,Constituent Call
