CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101000465516,08/16/2012 11:56:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,76 Hancock St  Dorchester  MA  02125,7,03,7,C11,Dorchester,13,Ward 13,1305,R3,76 Hancock St,02125,42.31314,-71.06469,Constituent Call
101000463964,08/13/2012 03:12:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,0 N Beacon St  Allston  MA  02134,11,04,9,D14,Allston,15,21,2106,C,0 N Beacon St,02134,42.35436,-71.14315,Constituent Call
101000462578,08/09/2012 04:17:03 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R4,5 Symphony Rd,02115,42.34288,-71.08694,Self Service
101000462255,08/09/2012 09:31:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,406,A,26 Hemenway St,02115,42.34591,-71.08913,Constituent Call
101000461525,08/07/2012 03:07:37 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,137 Beacon St  Boston  MA  02116,4,1C,8,D4,Boston,14,05,506,E,137 Beacon St,02116,42.35473,-71.07411,Constituent Call
101000460940,08/06/2012 02:55:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,193 Norfolk St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 17,1707,R2,193 Norfolk St,02124,42.28631,-71.07988,Constituent Call
101000458828,08/01/2012 02:22:31 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Rill St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,25 Rill St,02125,42.3118,-71.06533,Constituent Call
101000458518,08/01/2012 09:05:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,51 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,R4,51 Park Vale Ave,02134,42.35265,-71.13296,Constituent Call
101000458512,08/01/2012 08:58:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,55 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,R3,55 Hemenway St,02115,42.34505,-71.08987,Constituent Call
101000450769,07/17/2012 09:37:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,638 Tremont St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 9,901,EA,638 Tremont St,02118,42.34205,-71.0746,Constituent Call
101000446381,07/07/2012 04:42:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,82 Winthrop St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,807,R3,82 Winthrop St,02119,42.3247,-71.07814,Constituent Call
101000444093,07/02/2012 12:06:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Wallingford Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R2,21 Wallingford Rd,02135,42.34174,-71.15129,Constituent Call
101000444090,07/02/2012 12:04:30 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,73-75 Causeway St  Boston  MA  02114,3,1B,1,A1,Downtown / Financial District,3,Ward 3,306,CL,73-75 Causeway St,02114,42.364522,-71.062535,Constituent Call
101000443948,07/02/2012 10:14:07 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,83 Wensley St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,R3,83 Wensley St,02120,42.32753,-71.10367,Constituent Call
101000443187,06/29/2012 11:42:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD, ,, ,, , ,, ,, ,,,42.3594,-71.0587,Constituent Call
101000441697,06/26/2012 02:57:20 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,91 Gordon St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,A,91 Gordon St,02135,42.349718,-71.140242,Constituent Call
101000438754,06/19/2012 02:42:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,109-111 Charter St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,302,R4,109-111 Charter St,02113,42.36811,-71.05628,Constituent Call
101000438751,06/19/2012 02:38:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Wallingford Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R1,19 Wallingford Rd,02135,42.34165,-71.15131,Constituent Call
101000438744,06/19/2012 02:32:10 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,559-569 Washington St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2207,C,559-569 Washington St,02135,42.34991,-71.1643,Constituent Call
101000437438,06/15/2012 03:42:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1486-1490 Tremont St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1002,I,1486-1490 Tremont St,02120,42.331767,-71.098849,Constituent Call
101000435628,06/12/2012 01:21:49 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Wallingford Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R1,19 Wallingford Rd,02135,42.34165,-71.15131,Constituent Call
101000431757,06/04/2012 11:19:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Beale St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1608,RC,4 Beale St,02124,42.28318,-71.06475,Constituent Call
101000427475,05/25/2012 10:11:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,215 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,CM,215 Commonwealth Ave,02116,42.351406,-71.081636,Constituent Call
101000425812,05/22/2012 12:06:25 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,61 Burrell St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,806,C,61 Burrell St,02119,42.323123,-71.069585,Constituent Call
101000425642,05/22/2012 07:39:01 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Sparhawk St  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2203,E,34 Sparhawk St,02135,42.351339,-71.151577,Constituent Call
101000422066,05/15/2012 08:59:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Wilbur St  Dorchester  MA  02125,7,03,7,C11,Dorchester,13,Ward 13,1305,R2,9 Wilbur St,02125,42.31552,-71.06563,Constituent Call
101000419156,05/09/2012 09:44:57 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,240 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,CM,240 Marlborough St,02116,42.35179,-71.08179,Constituent Call
101000416699,05/03/2012 01:44:34 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1027 Commonwealth Ave  Boston  MA  02215,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,RC,1027 Commonwealth Ave,02215,42.352231,-71.121594,Constituent Call
101000399100,03/23/2012 07:05:50 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Hendry St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,R3,37 Hendry St,02125,42.31009,-71.06576,Constituent Call
101000390720,03/05/2012 08:21:47 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Ayr Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R2,5 Ayr Rd,02135,42.33686,-71.149,Constituent Call
101000386317,02/21/2012 10:23:13 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,172 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R1,172 Leyden St,02128,42.3889,-71.00513,Constituent Call
101000384181,02/14/2012 10:40:14 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Dennis St  Roxbury  MA  02119,7,03,7,B2,Roxbury,13,Ward 8,807,R1,25 Dennis St,02119,42.32275,-71.07526,Self Service
101000383309,02/10/2012 12:46:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1733 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2113,R2,1733 Commonwealth Ave,02135,42.3419,-71.1491,Self Service
101000379988,02/01/2012 02:26:41 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,252 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,508,CM,252 Marlborough St,02116,42.35167,-71.08222,Constituent Call
101000373127,01/11/2012 11:08:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Upham Ave  Dorchester  MA  02125,7,03,7,C11,Dorchester,13,Ward 13,1305,R3,5 Upham Ave,02125,42.31526,-71.0656,Constituent Call
101000370975,01/05/2012 12:39:06 PM,,Open,Case Closed NOVIO: No Violation Found/No Cause ,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Cenacle Rd & Lake St  Brighton  MA  ,11,04,9,D14,Allston / Brighton,15,Ward 22,2208,,INTERSECTION Cenacle Rd & Lake St,,42.34362,-71.141672,Self Service
101000370864,01/05/2012 10:08:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,610 Columbus Ave  Roxbury  MA  02118,9,10B,7,D4,Roxbury,13,Ward 9,903,A,610 Columbus Ave,02118,42.33969,-71.08251,Self Service
101000369043,12/30/2011 09:23:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,50 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,A,50 Park Vale Ave,02134,42.35264,-71.13344,Constituent Call
101000366696,12/21/2011 11:53:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Barnes Ave  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,112,R2,8 Barnes Ave,02128,42.38593,-71.00657,Constituent Call
101000356347,11/21/2011 05:58:30 PM,,Open,Case Closed VIOISS: Violation Filed ,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,120 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,CD,120 Commonwealth Ave,02116,42.351802,-71.076817,Self Service
101000354709,11/16/2011 11:43:13 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,123 Newbury St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,RC,123 Newbury St,02116,42.351433,-71.076557,Constituent Call
101000351418,11/07/2011 11:00:12 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,2 Mead St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2202,R3,2 Mead St,02134,42.36153,-71.13203,Constituent Call
101000343040,10/17/2011 08:59:52 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44-46 Sagamore St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1309,R2,44-46 Sagamore St,02125,42.314681,-71.054915,Constituent Call
101000314422,08/15/2011 12:33:07 PM,,Open,Case Closed NOVIO: No Violation Found/No Cause ,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,98 Knoll St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R1,98 Knoll St,02131,42.29308,-71.13582,Constituent Call
101000305253,07/22/2011 06:57:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD, ,, ,, , ,, ,, ,,,42.3594,-71.0587,Constituent Call
101000298927,07/08/2011 12:21:56 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,24 Armington St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2106,R4,24 Armington St,02134,42.352387,-71.137011,Constituent Call
